"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
392;"Male";40;1;28;0;"1-2 Year";"Yes";43886;124;354;1
393;"Female";67;1;8;0;"1-2 Year";"Yes";47589;124;34;0
394;"Male";43;1;28;0;"1-2 Year";"Yes";33420;13;142;0
395;"Male";77;1;28;0;"1-2 Year";"Yes";56871;61;84;0
396;"Male";46;0;6;0;"1-2 Year";"No";21777;124;281;0
397;"Female";20;1;15;0;"< 1 Year";"Yes";30809;160;88;0
398;"Male";77;1;13;1;"1-2 Year";"No";28627;124;147;0
399;"Male";53;1;28;0;"1-2 Year";"Yes";46253;26;231;0
400;"Male";45;1;11;0;"1-2 Year";"Yes";33080;124;223;1
401;"Male";45;1;50;0;"1-2 Year";"Yes";27961;25;128;0
402;"Female";42;1;33;0;"1-2 Year";"Yes";37390;26;60;0
403;"Female";26;1;6;0;"< 1 Year";"Yes";2630;152;253;0
404;"Male";24;1;2;0;"< 1 Year";"Yes";30878;152;298;0
405;"Male";74;1;28;1;"1-2 Year";"No";43310;26;73;0
406;"Male";63;1;8;1;"1-2 Year";"No";38504;19;53;0
407;"Male";65;1;10;1;"1-2 Year";"No";2630;122;260;0
408;"Male";44;1;28;0;"1-2 Year";"Yes";35529;124;288;0
409;"Female";68;1;28;1;"1-2 Year";"No";43724;122;148;0
410;"Female";36;1;28;0;"1-2 Year";"Yes";37497;124;27;1
411;"Male";26;1;41;0;"< 1 Year";"Yes";2630;160;155;0
412;"Female";26;1;8;0;"< 1 Year";"Yes";30103;160;87;0
413;"Male";41;1;28;0;"1-2 Year";"Yes";2630;25;76;0
414;"Male";28;1;33;1;"< 1 Year";"No";35419;152;1120;0
415;"Male";30;1;46;0;"< 1 Year";"Yes";38717;152;150;0
416;"Male";22;1;30;1;"< 1 Year";"No";51754;152;135;0
417;"Male";48;1;8;0;"1-2 Year";"Yes";37584;26;136;1
418;"Female";24;1;28;1;"< 1 Year";"No";35187;152;75;0
419;"Male";25;1;8;1;"< 1 Year";"No";34985;152;247;0
420;"Female";24;1;8;1;"< 1 Year";"No";44862;152;284;0
421;"Male";37;1;28;0;"1-2 Year";"Yes";46155;52;194;1
422;"Female";32;1;34;0;"1-2 Year";"Yes";2630;124;164;1
423;"Male";72;1;28;0;"1-2 Year";"Yes";38267;26;108;1
424;"Female";55;1;17;1;"1-2 Year";"No";33560;152;297;0
425;"Female";24;1;37;0;"< 1 Year";"Yes";34238;152;35;1
426;"Male";29;1;11;0;"< 1 Year";"Yes";37285;152;131;1
427;"Female";25;1;15;0;"< 1 Year";"No";33605;152;142;0
428;"Female";70;1;3;0;"1-2 Year";"Yes";33151;124;178;0
429;"Female";27;1;36;1;"< 1 Year";"No";39460;152;137;0
430;"Male";41;0;15;0;"1-2 Year";"No";34501;26;140;0
431;"Female";27;1;37;0;"< 1 Year";"Yes";27445;152;876;0
432;"Male";63;1;30;0;"1-2 Year";"Yes";25943;26;164;0
433;"Female";51;1;18;0;"1-2 Year";"Yes";40609;124;220;0
434;"Female";63;1;7;0;"1-2 Year";"Yes";34050;124;2800;0
435;"Male";32;1;28;0;"< 1 Year";"Yes";50334;124;97;1
436;"Male";44;1;29;0;"1-2 Year";"Yes";39367;124;34;1
437;"Male";49;1;48;0;"1-2 Year";"No";2630;156;19;0
438;"Male";65;1;28;0;"> 2 Years";"Yes";48325;26;261;0
439;"Male";57;1;39;0;"1-2 Year";"Yes";43010;124;232;0
440;"Female";63;1;20;0;"1-2 Year";"Yes";2630;124;202;0
441;"Male";48;1;28;0;"1-2 Year";"Yes";49004;25;70;1
442;"Male";62;0;28;0;"> 2 Years";"No";67399;26;68;0
443;"Male";38;1;21;0;"1-2 Year";"Yes";2630;157;276;0
444;"Female";63;1;28;0;"> 2 Years";"Yes";42481;124;62;0
445;"Male";31;1;30;0;"1-2 Year";"Yes";2630;157;24;1
446;"Male";22;1;28;1;"< 1 Year";"No";41044;152;67;0
447;"Female";23;1;41;0;"< 1 Year";"Yes";28162;151;75;1
448;"Male";69;1;18;1;"< 1 Year";"No";32917;152;15;0
449;"Female";44;1;28;0;"1-2 Year";"Yes";41227;124;266;0
450;"Male";21;1;41;0;"< 1 Year";"Yes";34232;150;131;1
451;"Male";43;1;28;0;"1-2 Year";"Yes";31559;26;290;1
452;"Male";21;1;8;1;"< 1 Year";"No";56416;160;98;0
453;"Male";45;1;8;1;"1-2 Year";"No";34607;26;213;0
454;"Male";88;1;15;0;"1-2 Year";"Yes";27722;124;181;1
455;"Male";39;1;3;0;"1-2 Year";"Yes";57614;154;288;1
456;"Male";22;1;14;1;"< 1 Year";"No";24920;26;61;0
457;"Male";43;1;30;1;"1-2 Year";"No";32237;26;274;0
458;"Male";44;1;28;0;"1-2 Year";"Yes";33257;124;18;1
459;"Female";35;1;38;1;"1-2 Year";"No";33042;26;679;0
460;"Male";52;1;28;1;"1-2 Year";"No";32176;124;89;0
461;"Female";32;1;3;0;"< 1 Year";"Yes";2630;152;25;0
462;"Male";51;1;28;0;"1-2 Year";"Yes";41732;26;154;1
463;"Female";22;1;33;1;"< 1 Year";"No";49912;152;22;0
464;"Male";64;1;28;0;"1-2 Year";"Yes";51690;124;12;0
465;"Female";25;1;46;1;"< 1 Year";"No";20804;152;204;0
466;"Male";39;1;17;0;"1-2 Year";"Yes";33885;124;273;0
467;"Male";52;1;7;0;"> 2 Years";"Yes";2630;156;133;0
468;"Female";76;1;32;1;"< 1 Year";"No";25900;152;112;0
469;"Female";59;1;46;0;"1-2 Year";"No";38139;124;211;0
470;"Female";40;1;41;1;"1-2 Year";"No";27964;26;286;0
471;"Male";24;1;15;1;"< 1 Year";"No";29197;26;245;0
472;"Female";35;0;45;0;"1-2 Year";"No";2630;124;29;0
473;"Male";30;1;28;0;"1-2 Year";"Yes";45380;163;30;1
474;"Male";53;0;8;0;"> 2 Years";"No";49618;26;222;0
475;"Female";31;1;12;0;"< 1 Year";"Yes";27458;26;202;1
476;"Male";22;1;41;1;"< 1 Year";"No";50927;152;185;0
477;"Male";74;1;28;0;"> 2 Years";"Yes";33395;26;216;0
478;"Female";50;1;41;1;"1-2 Year";"No";48154;26;2440;0
479;"Female";22;1;10;1;"< 1 Year";"No";24146;152;168;0
480;"Male";24;1;5;1;"< 1 Year";"No";34640;26;260;0
481;"Male";62;1;28;0;"1-2 Year";"Yes";40441;124;202;0
482;"Male";31;1;28;0;"< 1 Year";"Yes";49907;121;177;1
483;"Female";23;1;32;0;"< 1 Year";"Yes";27589;152;243;0
484;"Female";28;1;35;0;"< 1 Year";"Yes";27336;124;74;1
485;"Male";34;1;4;0;"1-2 Year";"Yes";2630;26;38;0
486;"Female";22;1;11;0;"< 1 Year";"Yes";27429;152;234;1
487;"Female";64;1;28;0;"1-2 Year";"Yes";42362;125;108;1
488;"Male";23;1;27;0;"< 1 Year";"Yes";37824;152;141;0
489;"Male";46;1;28;0;"1-2 Year";"Yes";40852;26;29;1
490;"Male";39;1;28;0;"1-2 Year";"Yes";58011;124;39;0
491;"Male";46;1;48;1;"1-2 Year";"No";2630;124;152;0
492;"Female";46;1;28;0;"1-2 Year";"Yes";40823;26;82;0
493;"Male";56;1;31;1;"1-2 Year";"No";2630;124;286;0
494;"Female";27;1;28;1;"< 1 Year";"No";60734;152;264;0
495;"Female";24;1;15;1;"< 1 Year";"No";82613;152;62;0
496;"Female";78;1;28;0;"> 2 Years";"Yes";52508;26;274;1
497;"Female";23;1;15;1;"< 1 Year";"No";36409;152;35;0
498;"Female";22;1;4;1;"< 1 Year";"No";2630;160;32;0
499;"Male";43;1;15;0;"1-2 Year";"Yes";37016;124;210;1
500;"Female";22;1;7;0;"< 1 Year";"Yes";31908;152;170;0
501;"Male";45;1;20;0;"1-2 Year";"Yes";2630;11;156;0
502;"Female";29;1;30;1;"< 1 Year";"No";28945;152;163;0
503;"Female";42;0;8;0;"1-2 Year";"No";2630;124;64;0
504;"Male";50;1;23;0;"1-2 Year";"No";20607;26;150;1
505;"Female";39;1;46;0;"> 2 Years";"Yes";2630;163;292;0
506;"Female";26;1;31;1;"< 1 Year";"No";2630;152;2754;0
507;"Female";50;1;5;0;"1-2 Year";"Yes";2630;26;232;0
508;"Female";36;1;28;0;"1-2 Year";"Yes";30212;122;240;1
509;"Male";52;1;28;0;"1-2 Year";"Yes";27076;124;184;1
510;"Male";56;1;15;0;"1-2 Year";"Yes";39040;152;68;0
511;"Female";25;1;30;1;"< 1 Year";"Yes";23224;152;237;0
512;"Female";22;1;13;0;"< 1 Year";"No";28838;152;675;0
513;"Male";104;1;38;0;"1-2 Year";"Yes";2630;157;55;0
514;"Female";23;1;47;0;"< 1 Year";"Yes";43805;26;169;0
515;"Female";33;1;30;0;"< 1 Year";"Yes";32829;152;246;1
516;"Female";24;1;36;0;"< 1 Year";"Yes";2630;152;215;0
517;"Female";37;1;28;0;"1-2 Year";"Yes";48569;122;49;0
518;"Female";65;1;28;1;"1-2 Year";"No";28067;124;270;0
519;"Male";46;1;28;0;"> 2 Years";"Yes";34259;124;187;1
520;"Female";55;0;28;0;"1-2 Year";"No";26801;60;151;0
521;"Male";35;1;28;0;"1-2 Year";"Yes";47326;26;92;1
522;"Female";42;0;46;0;"1-2 Year";"No";30908;124;17;0
523;"Female";39;1;4;0;"1-2 Year";"Yes";41674;26;295;1
524;"Female";47;1;28;0;"1-2 Year";"Yes";45238;26;148;1
525;"Male";22;0;41;0;"< 1 Year";"No";31450;152;160;0
526;"Male";58;1;28;1;"1-2 Year";"No";33151;26;62;0
527;"Male";22;1;28;1;"< 1 Year";"No";65081;152;88;0
528;"Male";21;1;13;0;"< 1 Year";"Yes";31562;157;254;1
529;"Female";48;1;28;1;"1-2 Year";"No";30290;125;267;0
530;"Male";52;1;40;0;"1-2 Year";"Yes";41790;124;45;1
531;"Male";25;1;32;0;"< 1 Year";"Yes";42055;152;199;0
532;"Male";59;1;28;1;"1-2 Year";"No";62403;26;280;0
533;"Male";41;1;13;0;"1-2 Year";"Yes";29648;26;18;1
534;"Male";66;1;28;0;"> 2 Years";"Yes";66160;124;133;1
535;"Male";41;1;28;0;"1-2 Year";"Yes";60768;124;243;1
536;"Male";63;1;8;0;"1-2 Year";"Yes";55553;124;293;0
537;"Male";35;1;28;0;"1-2 Year";"Yes";52930;26;118;1
538;"Female";28;1;46;0;"< 1 Year";"Yes";34602;152;18;1
539;"Female";24;1;8;0;"< 1 Year";"Yes";31377;152;78;0
540;"Male";43;1;28;0;"1-2 Year";"Yes";25387;122;84;0
541;"Male";60;1;28;0;"1-2 Year";"Yes";35621;122;1550;0
542;"Male";41;1;28;0;"1-2 Year";"Yes";42419;26;112;1
543;"Male";49;1;15;0;"> 2 Years";"Yes";2630;26;199;1
544;"Female";45;1;28;0;"1-2 Year";"Yes";37259;122;41;0
545;"Male";58;0;43;0;"1-2 Year";"No";35653;124;218;0
546;"Male";97;1;8;1;"1-2 Year";"No";33941;26;276;0
547;"Female";98;1;28;0;"1-2 Year";"Yes";38585;26;168;1
548;"Male";23;1;47;0;"< 1 Year";"Yes";36455;152;226;1
549;"Male";77;1;28;0;"1-2 Year";"Yes";44510;122;232;0
550;"Female";28;1;28;0;"1-2 Year";"Yes";44613;36;234;0
551;"Female";45;1;28;1;"1-2 Year";"No";28722;124;167;0
552;"Male";31;1;29;0;"1-2 Year";"No";24224;26;209;0
553;"Male";38;1;29;0;"1-2 Year";"Yes";30392;155;270;1
554;"Male";25;1;8;1;"< 1 Year";"No";37184;152;207;0
555;"Male";47;1;28;0;"1-2 Year";"Yes";2630;26;20;1
556;"Female";43;1;28;0;"1-2 Year";"Yes";50091;26;287;0
557;"Female";51;1;0;1;"1-2 Year";"No";2630;15;135;0
558;"Male";55;1;28;0;"1-2 Year";"Yes";2630;124;29;1
559;"Female";29;1;30;1;"< 1 Year";"No";22010;152;172;0
560;"Female";29;1;30;1;"< 1 Year";"No";23775;152;181;0
561;"Male";70;1;46;1;"< 1 Year";"No";30542;152;52;0
562;"Female";22;1;24;0;"< 1 Year";"Yes";2630;26;37;0
563;"Female";101;1;48;0;"1-2 Year";"Yes";2630;154;262;0
564;"Female";73;1;50;1;"1-2 Year";"No";50572;26;36;0
565;"Male";43;1;28;0;"1-2 Year";"Yes";34677;26;156;0
566;"Male";39;1;46;1;"1-2 Year";"No";32980;124;44;0
567;"Male";58;1;3;0;"1-2 Year";"Yes";32212;163;136;0
568;"Male";71;1;45;1;"1-2 Year";"No";29692;124;45;0
569;"Male";27;1;6;1;"< 1 Year";"No";25377;152;238;0
570;"Male";52;1;28;1;"1-2 Year";"No";47065;52;110;0
571;"Female";45;1;3;0;"1-2 Year";"Yes";34926;124;100;1
572;"Female";37;1;48;0;"1-2 Year";"Yes";2630;124;187;0
573;"Male";35;1;50;0;"> 2 Years";"Yes";35802;124;154;1
574;"Male";48;1;28;0;"1-2 Year";"Yes";46869;26;216;0
575;"Male";21;1;8;0;"< 1 Year";"No";35315;160;105;0
576;"Female";24;1;30;1;"< 1 Year";"No";27790;152;26;0
577;"Male";36;1;27;0;"1-2 Year";"No";2630;157;166;0
578;"Female";42;1;29;0;"1-2 Year";"Yes";31212;26;91;1
579;"Male";53;1;8;0;"1-2 Year";"Yes";53607;26;21;0
580;"Female";34;1;28;1;"1-2 Year";"No";40931;26;65;0
581;"Male";23;1;3;0;"< 1 Year";"Yes";2630;152;220;0
582;"Female";23;1;6;0;"< 1 Year";"Yes";20656;151;210;0
583;"Female";32;1;35;1;"< 1 Year";"No";22545;152;214;0
584;"Female";76;1;8;1;"< 1 Year";"No";48423;152;260;0
585;"Female";51;1;28;0;"1-2 Year";"Yes";40643;124;267;1
586;"Male";55;1;28;1;"1-2 Year";"No";33533;122;179;0
587;"Female";47;1;41;0;"1-2 Year";"Yes";32787;109;78;0
588;"Male";27;1;15;1;"< 1 Year";"No";2630;152;286;0
589;"Male";53;0;6;0;"1-2 Year";"No";2630;163;198;0
590;"Male";55;1;28;0;"> 2 Years";"Yes";57343;13;125;0
591;"Male";110;1;45;0;"1-2 Year";"Yes";25790;4;138;1
592;"Male";72;1;28;1;"1-2 Year";"No";27170;124;267;0
593;"Male";45;1;28;0;"1-2 Year";"Yes";33135;26;299;0
594;"Female";28;1;31;1;"< 1 Year";"No";2630;152;286;0
595;"Female";75;1;35;0;"1-2 Year";"Yes";22176;154;59;0
596;"Male";59;1;28;1;"1-2 Year";"No";30977;26;225;0
597;"Female";24;1;39;0;"< 1 Year";"Yes";26414;152;125;0
598;"Male";40;1;28;0;"1-2 Year";"No";31029;124;15;0
599;"Male";34;1;28;0;"1-2 Year";"Yes";39292;163;11;1
600;"Female";41;1;28;0;"1-2 Year";"Yes";36112;26;224;1
601;"Female";57;1;28;0;"1-2 Year";"Yes";45037;25;86;1
602;"Male";35;1;8;0;"1-2 Year";"Yes";33972;124;67;1
603;"Female";39;1;28;0;"1-2 Year";"Yes";35988;155;115;0
604;"Male";32;1;28;0;"< 1 Year";"Yes";2630;156;61;1
605;"Male";32;1;28;0;"1-2 Year";"Yes";28425;156;64;1
606;"Male";45;1;28;0;"1-2 Year";"Yes";78539;26;23;0
607;"Female";44;1;28;0;"1-2 Year";"Yes";67540;124;182;1
608;"Male";77;1;46;0;"1-2 Year";"Yes";40507;124;150;0
609;"Male";39;1;36;1;"1-2 Year";"No";2630;26;23;0
610;"Male";49;1;47;0;"1-2 Year";"Yes";35829;124;855;1
611;"Male";27;0;28;0;"1-2 Year";"No";89721;124;218;0
612;"Male";67;0;0;0;"1-2 Year";"Yes";2630;122;204;0
613;"Male";30;1;23;1;"< 1 Year";"No";28843;152;70;0
614;"Female";43;1;15;1;"1-2 Year";"No";33766;152;229;0
615;"Male";53;1;38;0;"1-2 Year";"No";28898;124;219;0
616;"Male";76;1;50;0;"> 2 Years";"Yes";21271;26;286;0
617;"Female";34;1;3;0;"1-2 Year";"Yes";26400;26;176;1
618;"Female";27;1;30;1;"< 1 Year";"No";26382;152;18;0
619;"Male";50;1;46;0;"1-2 Year";"No";25268;124;165;1
620;"Female";53;1;43;0;"1-2 Year";"No";35049;26;214;0
621;"Male";22;1;11;1;"< 1 Year";"No";27288;152;149;0
622;"Male";33;1;6;0;"< 1 Year";"Yes";2630;163;64;1
623;"Female";44;0;28;0;"1-2 Year";"No";30198;26;281;0
624;"Female";22;1;46;1;"< 1 Year";"No";43101;152;158;0
625;"Male";53;1;47;0;"1-2 Year";"Yes";34706;26;226;0
626;"Female";33;1;4;0;"< 1 Year";"Yes";18427;152;292;1
627;"Male";52;1;0;0;"1-2 Year";"Yes";2630;124;268;0
628;"Male";38;1;28;0;"1-2 Year";"Yes";25319;124;76;0
629;"Female";26;1;18;1;"< 1 Year";"No";29638;152;78;0
630;"Male";47;1;21;0;"1-2 Year";"Yes";34383;26;170;1
631;"Male";23;1;28;0;"< 1 Year";"Yes";2630;156;759;0
632;"Male";80;1;28;1;"1-2 Year";"No";42358;52;132;0
633;"Female";26;1;39;0;"< 1 Year";"No";2630;160;22;0
634;"Male";55;1;8;0;"> 2 Years";"Yes";2630;124;86;0
635;"Female";28;1;28;1;"< 1 Year";"No";36539;152;84;0
636;"Female";49;1;15;0;"1-2 Year";"Yes";23078;26;80;0
637;"Male";32;1;8;0;"1-2 Year";"Yes";35260;154;69;0
638;"Male";23;1;6;1;"< 1 Year";"No";37167;151;119;0
639;"Male";51;1;28;0;"1-2 Year";"Yes";43551;26;92;0
640;"Male";24;1;6;1;"< 1 Year";"No";25746;152;223;0
641;"Male";50;1;28;0;"1-2 Year";"Yes";27684;26;181;0
642;"Male";22;1;37;0;"< 1 Year";"Yes";27045;152;117;1
643;"Female";44;1;28;0;"1-2 Year";"Yes";43681;26;29;1
644;"Female";25;1;15;1;"< 1 Year";"No";25380;152;200;0
645;"Male";54;1;27;0;"1-2 Year";"Yes";28966;124;91;0
646;"Male";63;1;39;0;"1-2 Year";"Yes";44925;26;29;0
647;"Male";31;0;46;0;"< 1 Year";"No";25106;124;11;0
648;"Female";42;1;15;0;"1-2 Year";"Yes";29070;152;2490;1
649;"Male";51;1;43;0;"> 2 Years";"Yes";49421;26;980;1
650;"Female";21;1;3;1;"< 1 Year";"No";33302;160;255;0
651;"Female";47;1;34;0;"1-2 Year";"Yes";27891;26;110;1
652;"Female";30;1;46;1;"< 1 Year";"No";22988;152;200;0
653;"Male";79;0;40;0;"1-2 Year";"No";26630;26;17;0
654;"Female";26;1;28;1;"< 1 Year";"No";31339;152;264;0
655;"Male";76;1;29;0;"1-2 Year";"Yes";2630;26;70;1
656;"Male";26;1;26;0;"1-2 Year";"Yes";43675;124;86;1
657;"Female";23;1;41;1;"< 1 Year";"No";30680;152;175;0
658;"Male";53;1;28;0;"> 2 Years";"Yes";2630;29;255;0
659;"Male";41;1;28;1;"1-2 Year";"No";28453;124;95;0
660;"Female";38;1;48;1;"1-2 Year";"No";2630;124;177;0
661;"Male";71;1;41;0;"> 2 Years";"Yes";48245;136;144;1
662;"Female";21;1;47;0;"< 1 Year";"Yes";27015;152;2960;0
663;"Female";47;1;28;0;"1-2 Year";"Yes";38744;25;22;1
664;"Male";24;1;33;1;"< 1 Year";"No";35178;152;15;0
665;"Male";48;1;28;0;"1-2 Year";"Yes";38135;26;61;0
666;"Male";27;1;28;0;"< 1 Year";"Yes";51631;124;33;1
667;"Female";72;1;30;1;"< 1 Year";"No";29027;152;67;0
668;"Female";35;1;24;0;"1-2 Year";"Yes";21132;124;181;0
669;"Female";78;1;28;0;"1-2 Year";"Yes";73280;26;33;0
670;"Male";25;1;48;1;"< 1 Year";"No";2630;160;47;0
671;"Female";22;1;28;0;"1-2 Year";"No";41971;157;246;1
672;"Male";54;1;41;0;"1-2 Year";"No";23755;26;200;1
673;"Male";28;1;28;0;"< 1 Year";"Yes";38757;124;191;1
674;"Female";40;1;28;1;"1-2 Year";"No";26370;124;1025;0
675;"Female";20;1;29;0;"< 1 Year";"Yes";2630;160;51;0
676;"Female";24;1;45;0;"< 1 Year";"Yes";40420;152;3270;1
677;"Female";32;1;12;1;"< 1 Year";"No";26637;152;238;0
678;"Male";95;1;28;0;"1-2 Year";"Yes";67810;124;102;1
679;"Female";44;1;28;0;"1-2 Year";"Yes";36172;26;112;0
680;"Female";34;1;28;1;"1-2 Year";"No";34192;152;96;0
681;"Female";29;1;20;0;"< 1 Year";"Yes";2630;152;245;0
682;"Female";31;1;28;1;"< 1 Year";"No";30970;152;189;0
683;"Male";78;1;28;1;"< 1 Year";"No";30761;152;80;0
684;"Male";49;1;28;0;"> 2 Years";"Yes";35264;114;292;0
685;"Male";21;1;33;1;"< 1 Year";"No";29160;152;156;0
686;"Female";49;1;50;1;"1-2 Year";"No";40374;8;238;0
687;"Male";50;1;29;0;"1-2 Year";"Yes";2630;26;134;0
688;"Male";54;1;8;0;"1-2 Year";"Yes";33277;26;211;1
689;"Female";25;1;11;1;"< 1 Year";"No";25832;152;700;0
690;"Female";27;1;15;1;"< 1 Year";"No";2630;160;374;0
691;"Male";63;1;28;1;"1-2 Year";"No";62818;26;269;0
692;"Female";40;1;49;0;"1-2 Year";"Yes";30610;26;108;1
693;"Male";49;1;4;1;"1-2 Year";"Yes";22805;124;254;0
694;"Female";63;1;28;0;"1-2 Year";"Yes";32314;124;102;0
695;"Female";21;1;45;0;"< 1 Year";"Yes";24544;152;68;0
696;"Female";41;1;28;1;"1-2 Year";"No";41415;26;224;0
697;"Male";50;1;36;0;"1-2 Year";"Yes";52920;26;141;1
698;"Male";24;1;6;1;"< 1 Year";"No";22025;152;186;0
699;"Female";25;1;49;0;"< 1 Year";"Yes";34656;152;291;0
700;"Female";64;1;28;0;"> 2 Years";"Yes";44369;124;16;0
701;"Female";110;1;33;0;"1-2 Year";"Yes";32061;124;290;1
702;"Male";79;1;28;1;"< 1 Year";"No";39571;152;163;0
703;"Male";45;1;15;0;"1-2 Year";"No";45268;26;26;0
704;"Female";24;1;41;1;"< 1 Year";"No";36291;152;14;0
705;"Female";76;1;28;0;"1-2 Year";"Yes";38077;26;609;0
706;"Male";59;1;33;0;"1-2 Year";"Yes";2630;157;178;1
707;"Female";29;1;47;0;"1-2 Year";"Yes";2630;122;40;1
708;"Female";22;1;29;1;"< 1 Year";"No";2630;152;148;0
709;"Female";31;1;39;0;"1-2 Year";"Yes";32777;154;207;1
710;"Female";28;1;8;1;"< 1 Year";"No";43375;151;159;0
711;"Male";54;1;0;0;"1-2 Year";"Yes";2630;12;126;0
712;"Male";43;1;28;0;"1-2 Year";"Yes";50365;26;267;1
713;"Female";46;0;28;0;"> 2 Years";"No";45367;26;273;0
714;"Female";24;1;15;0;"< 1 Year";"Yes";36992;152;172;0
715;"Female";30;1;46;1;"< 1 Year";"No";29477;152;213;0
716;"Female";21;1;8;0;"< 1 Year";"Yes";55178;160;136;0
717;"Female";20;1;30;0;"< 1 Year";"Yes";38625;160;229;0
718;"Male";58;1;48;0;"1-2 Year";"Yes";2630;15;119;1
719;"Female";94;1;28;0;"1-2 Year";"Yes";54670;163;96;0
720;"Female";29;1;28;0;"< 1 Year";"No";40843;152;82;0
721;"Female";44;1;45;0;"1-2 Year";"Yes";2630;26;16;0
722;"Male";69;1;13;0;"1-2 Year";"Yes";2630;26;179;0
723;"Female";67;1;5;0;"> 2 Years";"Yes";2630;26;72;0
724;"Male";25;1;28;1;"< 1 Year";"No";44658;152;287;0
725;"Male";38;1;46;0;"1-2 Year";"Yes";2630;124;260;1
726;"Male";21;1;28;0;"< 1 Year";"Yes";32647;163;185;0
727;"Male";73;1;35;1;"< 1 Year";"No";52413;152;78;0
728;"Male";35;1;38;0;"1-2 Year";"Yes";2630;26;257;0
729;"Male";50;1;29;0;"> 2 Years";"Yes";2630;157;268;1
730;"Male";71;1;32;0;"1-2 Year";"Yes";28124;26;98;1
731;"Male";45;1;0;0;"1-2 Year";"Yes";2630;124;150;0
732;"Female";53;1;37;0;"1-2 Year";"Yes";27380;124;3776;0
733;"Male";110;1;28;0;"1-2 Year";"Yes";34256;154;248;1
734;"Female";23;1;8;1;"< 1 Year";"No";30071;152;144;0
735;"Female";45;1;3;0;"1-2 Year";"No";20488;124;272;0
736;"Male";44;1;41;0;"1-2 Year";"Yes";31611;26;177;1
737;"Male";54;1;28;0;"> 2 Years";"Yes";45115;26;90;1
738;"Male";76;1;29;0;"> 2 Years";"Yes";24983;156;122;0
739;"Male";56;1;8;0;"1-2 Year";"Yes";47927;4;2268;0
740;"Male";63;1;28;0;"> 2 Years";"Yes";58735;26;99;1
741;"Female";45;1;28;0;"1-2 Year";"Yes";34054;26;1845;0
742;"Female";29;1;28;0;"1-2 Year";"Yes";31272;124;135;1
743;"Male";23;1;46;1;"< 1 Year";"No";29793;152;229;0
744;"Female";78;1;7;1;"< 1 Year";"No";2630;160;283;0
745;"Female";24;1;23;1;"< 1 Year";"No";2630;152;285;0
746;"Female";37;1;28;0;"1-2 Year";"Yes";61011;124;98;1
747;"Male";49;1;41;0;"1-2 Year";"Yes";37939;12;92;0
748;"Male";25;1;11;0;"< 1 Year";"Yes";44735;152;442;1
749;"Male";40;1;41;0;"1-2 Year";"Yes";27245;124;117;0
750;"Female";25;1;15;1;"< 1 Year";"No";39832;152;181;0
751;"Male";42;1;7;0;"1-2 Year";"Yes";44642;26;63;0
752;"Female";22;1;9;0;"< 1 Year";"Yes";30671;152;238;0
753;"Female";54;1;41;0;"1-2 Year";"Yes";32556;26;164;0
754;"Male";28;1;36;1;"< 1 Year";"No";26926;152;251;0
755;"Female";24;1;15;1;"< 1 Year";"No";35381;160;119;0
756;"Female";74;1;28;0;"1-2 Year";"Yes";27653;26;131;0
757;"Male";36;1;28;0;"1-2 Year";"Yes";32815;154;135;1
758;"Female";21;1;33;0;"< 1 Year";"Yes";33617;152;149;0
759;"Male";24;1;29;0;"< 1 Year";"No";31102;152;177;0
760;"Female";23;1;28;1;"< 1 Year";"No";48536;152;104;0
761;"Female";38;1;28;0;"1-2 Year";"Yes";21184;156;281;0
762;"Male";71;1;8;1;"1-2 Year";"No";39854;26;139;0
763;"Male";59;1;28;0;"1-2 Year";"Yes";41638;124;155;0
764;"Male";33;1;0;0;"1-2 Year";"Yes";2630;26;43;0
765;"Female";52;1;37;1;"1-2 Year";"Yes";31102;26;171;0
766;"Female";24;1;12;1;"< 1 Year";"No";23324;152;195;0
767;"Male";119;1;48;1;"1-2 Year";"No";2630;26;297;0
768;"Male";35;1;8;0;"1-2 Year";"Yes";2630;156;214;0
769;"Female";62;1;28;0;"> 2 Years";"Yes";48680;122;65;0
770;"Female";51;1;2;0;"1-2 Year";"No";33767;152;274;0
771;"Male";46;1;7;1;"1-2 Year";"No";46483;124;131;0
772;"Male";23;1;25;1;"< 1 Year";"No";2630;26;189;0
773;"Female";25;1;24;0;"< 1 Year";"Yes";2630;124;224;0
774;"Male";57;1;28;0;"1-2 Year";"Yes";75418;26;248;1
775;"Female";29;1;15;1;"< 1 Year";"No";34901;152;160;0
776;"Male";52;1;46;0;"1-2 Year";"Yes";32082;11;25;0
777;"Male";26;1;37;1;"< 1 Year";"No";27718;152;53;0
778;"Male";45;1;28;1;"1-2 Year";"No";32312;124;810;0
779;"Female";25;1;5;1;"< 1 Year";"No";45329;152;30;0
780;"Female";24;1;6;1;"< 1 Year";"No";49007;124;205;0
781;"Male";43;1;28;0;"> 2 Years";"Yes";42339;124;263;1
782;"Male";75;1;35;0;"1-2 Year";"Yes";2630;124;12;0
783;"Male";58;1;45;0;"1-2 Year";"Yes";19261;124;53;1
784;"Female";50;1;39;0;"1-2 Year";"Yes";2630;124;251;0
785;"Female";41;0;28;0;"1-2 Year";"No";34809;122;35;0
